year,km_driven,mileage,engine,max_power,torque,max_torque_rpm,name,fuel,seller_type,transmission,owner,seats,selling_price
2009,70000,21.1,1248,73.9,113.0,4500.0,Maruti,Diesel,Individual,Manual,First Owner,5,200000
2018,31000,25.32,1198,77.0,190.0,2250.0,Mahindra,Diesel,Individual,Manual,First Owner,6,420000
2009,120000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,260000
2016,40000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,590000
2015,180000,25.2,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,545000
2011,90000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,210000
2006,59000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,125000
2014,60000,21.1,814,55.2,74.5,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,280000
2005,89500,19.3,1248,81.86,153.0,2800.0,Hyundai,Petrol,Individual,Manual,First Owner,5,99000
2005,70000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,98000
2009,190000,17.0,1405,71.0,135.0,2500.0,Tata,Diesel,Individual,Manual,First Owner,5,100000
2013,180000,20.8,1461,64.1,160.0,2000.0,Mahindra,Diesel,Individual,Manual,First Owner,5,250000
2010,150000,11.5,2982,171.0,343.0,3400.0,Toyota,Diesel,Individual,Manual,Second Owner,7,750000
2007,130000,16.52,1991,123.7,305.0,2000.0,Chevrolet,Diesel,Individual,Manual,Second Owner,5,160000
2013,120000,22.32,1582,126.3,259.9,2750.0,Hyundai,Diesel,Individual,Automatic,Second Owner,5,509999
2009,80000,17.88,1396,52.8,85.0,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,95000
2014,80000,22.32,1582,126.32,259.8,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,525000
1997,60000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,Second Owner,4,50000
2011,120000,22.07,1199,73.9,180.0,2000.0,Volkswagen,Diesel,Individual,Manual,Third Owner,5,254999
2018,51000,25.1,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,950000
2007,60000,17.7,1497,78.0,12.7,2700.0,Honda,Petrol,Individual,Manual,Third Owner,5,229999
2009,220000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,First Owner,8,600000
2017,20000,24.7,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,330000
2017,40000,23.95,998,67.05,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,350000
2016,35000,16.2,1199,74.0,110.0,4300.0,Volkswagen,Petrol,Individual,Manual,First Owner,5,560000
2011,90000,19.0,998,66.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,220000
2015,140000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,800000
2007,104000,17.2,1396,53.5,8.5,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,59259
2015,53000,24.0,1120,70.0,160.0,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,450000
2015,16000,18.06,2523,63.0,182.5,1800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,750000
2019,7200,21.1,998,100.5,150.0,4500.0,Maruti,Petrol,Individual,Manual,First Owner,5,780000
2011,77000,22.07,1199,73.9,180.0,2000.0,Volkswagen,Diesel,Individual,Manual,Second Owner,5,320000
2017,40000,25.32,1198,77.0,190.0,2250.0,Mahindra,Diesel,Individual,Manual,First Owner,6,690000
2012,70000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,375000
2017,50000,18.12,1196,86.8,112.0,4000.0,Ford,Petrol,Individual,Manual,First Owner,5,620000
2015,85000,7.263,1086,62.1,96.1,3000.0,Hyundai,LPG,Individual,Manual,First Owner,5,300000
2016,58000,15.37,1196,73.0,101.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,7,370000
2013,85000,16.55,2498,105.0,247.0,2000.0,Mahindra,Diesel,Individual,Manual,First Owner,7,770000
2014,65000,19.1,1197,81.86,113.75,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,500000
2017,120000,25.32,1198,77.0,190.0,2250.0,Mahindra,Diesel,Individual,Manual,First Owner,6,450000
2013,50000,17.92,1086,62.1,96.1,3000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,195000
2018,30000,20.51,998,67.0,90.0,3500.0,Maruti,Petrol,Individual,Automatic,First Owner,5,472000
2014,58000,23.95,998,67.05,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,250000
2011,70000,25.44,936,57.6,150.0,1750.0,Chevrolet,Diesel,Individual,Manual,Second Owner,5,165000
2018,110000,20.65,1248,88.7,190.0,3000.0,Tata,Diesel,Individual,Manual,Second Owner,5,525000
2003,65000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Third Owner,5,145000
2014,90000,19.68,1399,67.0,160.0,2000.0,Ford,Diesel,Individual,Manual,Second Owner,5,310000
2008,200000,13.6,2523,63.0,180.0,1500.0,Mahindra,Diesel,Individual,Manual,First Owner,7,250000
2014,100000,19.68,1399,67.0,160.0,2000.0,Ford,Diesel,Individual,Manual,Second Owner,5,330000
2012,80000,20.0,1399,68.0,160.0,2000.0,Ford,Diesel,Individual,Manual,Second Owner,5,250000
2017,60000,17.45,1493,100.0,240.0,2800.0,Mahindra,Diesel,Individual,Automatic,First Owner,7,650000
2016,40000,23.95,998,67.05,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,305000
2015,50000,26.21,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,600000
2015,110000,20.51,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,280000
2011,50000,23.57,1396,70.0,140.0,3000.0,Tata,Diesel,Individual,Manual,Second Owner,5,153000
2018,30000,18.49,1493,100.0,240.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,700000
2006,70000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,Second Owner,4,155000
2012,80000,20.92,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Third Owner,5,235000
2005,100000,19.3,1248,81.86,153.0,2800.0,Tata,Diesel,Individual,Manual,Fourth & Above Owner,5,60000
2016,15000,20.4,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,500000
2009,63000,19.3,1248,81.86,153.0,2800.0,Maruti,Petrol,Individual,Manual,Third Owner,5,155000
2016,88000,21.66,1498,103.52,250.0,2500.0,Skoda,Diesel,Dealer,Automatic,First Owner,5,675000
2014,80000,12.99,2494,100.6,200.0,3600.0,Toyota,Diesel,Dealer,Manual,First Owner,7,950000
2018,59865,15.1,2179,152.87,360.0,2800.0,Mahindra,Diesel,Dealer,Manual,First Owner,7,1051000
2016,60000,21.49,1498,108.5,250.0,3000.0,Volkswagen,Diesel,Dealer,Manual,First Owner,5,591000
2015,72000,22.54,1396,88.73,219.7,2750.0,Hyundai,Diesel,Dealer,Manual,First Owner,5,585000
2017,68140,18.0,1497,117.6,145.0,4600.0,Honda,Petrol,Dealer,Automatic,First Owner,5,1025000
2014,53190,28.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Dealer,Manual,First Owner,5,450000
2014,70100,22.54,1396,88.73,219.7,2750.0,Hyundai,Diesel,Dealer,Manual,First Owner,5,484999
2018,47725,27.3,1498,98.6,200.0,1750.0,Honda,Diesel,Dealer,Manual,First Owner,5,650000
2014,70195,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Dealer,Manual,Second Owner,5,434999
2011,77395,20.0,1399,68.0,160.0,2000.0,Ford,Diesel,Dealer,Manual,Second Owner,5,195000
2019,17000,17.3,1497,121.0,300.0,2500.0,Mahindra,Diesel,Dealer,Manual,First Owner,8,1000000
2013,64000,14.62,1498,113.42,250.0,2750.0,Hyundai,Diesel,Dealer,Automatic,First Owner,5,650000
2014,74321,25.44,936,56.3,142.5,1750.0,Chevrolet,Diesel,Dealer,Manual,First Owner,5,190000
2013,80235,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Dealer,Manual,Second Owner,5,409999
2016,77150,17.01,1582,126.2,259.9,2750.0,Hyundai,Diesel,Dealer,Automatic,First Owner,5,1050000
2015,69000,22.15,1498,108.6,250.0,3000.0,Volkswagen,Diesel,Dealer,Automatic,First Owner,5,651000
2010,116000,18.7,1896,66.0,210.0,2800.0,Skoda,Diesel,Individual,Manual,First Owner,5,355000
2015,80000,23.9,1582,126.32,259.8,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,600000
2018,26000,28.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,685000
2018,100000,28.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,509999
2012,82300,4.5611,796,38.4,62.0,3000.0,Maruti,CNG,Individual,Manual,Second Owner,5,150000
2017,82050,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,650000
2012,74500,19.3,1248,81.86,153.0,2800.0,Toyota,Diesel,Individual,Manual,First Owner,5,400000
2012,120000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,675000
2018,30000,24.04,999,67.0,91.0,4250.0,Renault,Petrol,Individual,Automatic,First Owner,5,319000
2019,6000,19.5,1199,88.76,110.0,4800.0,Honda,Petrol,Individual,Manual,First Owner,5,640000
2017,30000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,650000
2010,70000,4.5611,796,38.4,62.0,3000.0,Maruti,CNG,Individual,Manual,Second Owner,5,155000
2008,120000,17.8,1248,75.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,175000
2014,80000,24.0,1120,70.0,160.0,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,430000
2008,110000,17.2,1396,53.5,8.5,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,65000
2009,70000,13.2,1495,94.0,12.5,3500.0,Hyundai,Petrol,Individual,Manual,Third Owner,5,150000
2019,13000,17.19,1197,81.86,114.73,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,620000
2011,165000,21.1,1248,73.9,113.0,4500.0,Maruti,Diesel,Individual,Manual,First Owner,5,275000
2013,120000,13.58,2499,72.4,171.0,1800.0,Chevrolet,Diesel,Individual,Manual,Second Owner,10,454000
2017,30000,18.49,1493,100.0,240.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,600000
2011,100000,20.54,1598,103.6,250.0,2500.0,Volkswagen,Diesel,Individual,Manual,Second Owner,5,400000
2007,187000,19.2,1461,65.0,16.0,2000.0,Mahindra,Diesel,Individual,Manual,Second Owner,5,180000
2016,70000,24.3,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,750000
2016,40000,20.4,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,500000
2015,46000,24.5,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,7,1000000
2017,24400,27.39,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,740000
2018,29899,22.15,1498,108.6,250.0,3000.0,Volkswagen,Diesel,Dealer,Automatic,First Owner,5,1290000
2017,34000,21.04,1461,83.8,200.0,1900.0,Renault,Diesel,Dealer,Manual,First Owner,8,695000
2018,31000,17.4,1197,81.86,117.0,4000.0,Hyundai,Petrol,Dealer,Automatic,First Owner,5,730000
2016,46000,11.45,2776,197.2,500.0,2000.0,Chevrolet,Diesel,Dealer,Automatic,Second Owner,7,1295000
2016,121000,12.08,2999,161.0,333.0,3200.0,Isuzu,Diesel,Dealer,Automatic,First Owner,7,1160000
2017,60000,0.0,1950,194.0,400.0,2800.0,Mercedes-Benz,Diesel,Dealer,Automatic,First Owner,5,3300000
2016,10000,23.1,998,67.04,90.0,3500.0,Maruti,Petrol,Dealer,Automatic,First Owner,5,434999
2018,6000,17.9,2143,170.0,400.0,2800.0,Mercedes-Benz,Diesel,Dealer,Automatic,First Owner,5,4600000
2015,59235,19.67,1582,126.2,259.9,2750.0,Hyundai,Diesel,Dealer,Manual,First Owner,5,850000
2019,21000,16.78,1995,190.0,400.0,2500.0,BMW,Diesel,Dealer,Automatic,First Owner,5,5800000
2014,48000,25.8,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,520000
2018,114000,14.95,2489,93.7,218.0,2600.0,Mahindra,Diesel,Individual,Manual,First Owner,7,650000
2011,120000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,430000
2013,144000,21.9,1396,88.8,219.7,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,360000
2016,190000,24.3,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,791000
2015,190000,12.99,2494,100.6,200.0,3400.0,Toyota,Diesel,Individual,Manual,Second Owner,7,950000
2019,20000,28.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,690000
2012,100000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,371000
2008,60000,16.8,1405,68.0,13.0,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,45000
2006,201000,17.8,1399,68.0,16.3,2000.0,Ford,Diesel,Individual,Manual,First Owner,5,55000
2011,110000,20.54,1598,103.6,250.0,2500.0,Volkswagen,Diesel,Individual,Manual,First Owner,5,240000
2014,77215,25.2,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,495000
2005,50000,19.3,1248,81.86,153.0,2800.0,Maruti,Petrol,Individual,Manual,First Owner,5,170000
2015,48228,18.7,1199,88.7,110.0,4800.0,Honda,Petrol,Dealer,Manual,First Owner,5,671000
2010,72179,19.3,1248,81.86,153.0,2800.0,Maruti,Diesel,Dealer,Manual,First Owner,5,352000
2016,50856,26.0,1498,98.6,200.0,1750.0,Honda,Diesel,Dealer,Manual,First Owner,5,802999
2015,59292,28.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Dealer,Manual,First Owner,5,495000
2018,10000,23.1,998,67.04,90.0,3500.0,Maruti,Petrol,Dealer,Automatic,First Owner,5,545000
2018,21147,21.4,1197,83.1,115.0,4000.0,Maruti,Petrol,Dealer,Automatic,First Owner,5,775000
2017,69000,25.6,1498,97.9,200.0,1750.0,Honda,Diesel,Dealer,Manual,First Owner,5,925000
2018,16000,28.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Dealer,Automatic,First Owner,5,790000
2017,37000,21.01,1197,81.8,113.0,4200.0,Maruti,Petrol,Dealer,Manual,First Owner,5,620000
2016,61173,27.62,793,47.0,125.0,2000.0,Maruti,Diesel,Dealer,Manual,First Owner,5,375000
2016,77321,19.3,1248,81.86,153.0,2800.0,Maruti,Diesel,Dealer,Manual,First Owner,5,595000
2016,30000,18.25,1968,187.74,400.0,3000.0,Audi,Diesel,Dealer,Automatic,First Owner,5,2450000
2014,75000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Dealer,Manual,First Owner,7,850000
2018,17000,21.01,1197,81.8,113.0,4200.0,Maruti,Petrol,Dealer,Manual,First Owner,5,775000
2008,100000,17.8,1248,75.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,260000
2016,91567,16.0,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Automatic,Third Owner,7,1300000
2017,50000,23.1,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,380000
2017,60000,18.9,1197,81.86,113.75,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,480000
2014,33400,17.43,1396,105.5,135.3,5000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,500000
2015,36000,20.4,1197,83.11,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,420000
2011,180000,20.0,1399,68.0,160.0,2000.0,Ford,Diesel,Individual,Manual,Second Owner,5,130000
2012,80000,20.92,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,110000
2007,120000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,120000
2017,80000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Automatic,First Owner,5,700000
2018,120000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,550000
2014,110000,19.09,1405,69.01,135.0,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,190000
2018,70000,23.59,1364,67.04,170.0,2400.0,Toyota,Diesel,Individual,Manual,First Owner,5,665000
2014,120000,14.95,2489,93.7,218.0,2600.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,445000
2012,92686,21.9,1396,88.76,219.6,2750.0,Hyundai,Diesel,Dealer,Manual,Second Owner,5,340000
2012,80000,21.02,1248,88.76,200.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,270000
2015,70000,16.0,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Automatic,First Owner,7,1044999
2009,117000,17.8,1248,75.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,279000
2007,100000,16.6,1896,122.4,21.4,1900.0,Skoda,Diesel,Individual,Manual,Second Owner,5,250000
2012,83000,15.74,1591,121.3,154.9,4200.0,Hyundai,Petrol,Individual,Automatic,First Owner,5,475000
2016,67600,14.81,1998,163.7,360.0,2000.0,Chevrolet,Diesel,Individual,Automatic,First Owner,5,750000
2013,100000,25.8,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,445000
2010,100000,15.0,1896,105.0,25.5,1900.0,Volkswagen,Diesel,Individual,Manual,First Owner,5,400000
2010,90000,23.0,1396,90.0,219.66895999999997,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,350000
2012,140000,20.5,1598,103.5,250.0,2500.0,Skoda,Diesel,Individual,Manual,First Owner,5,295000
2018,25000,21.21,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,600000
2018,20000,13.68,2393,147.8,343.0,2800.0,Toyota,Diesel,Individual,Manual,First Owner,8,1650000
2012,30000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,First Owner,4,100000
2018,42000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,710000
2018,10000,20.3,998,68.05,94.14,3500.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,350000
2012,13000,20.92,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,220000
2019,6500,20.0,999,72.0,96.0,3500.0,Renault,Petrol,Individual,Manual,First Owner,7,700000
2013,49500,21.1,814,55.2,74.5,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,198000
2011,50000,23.0,1396,90.0,219.66895999999997,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,350000
2011,175000,23.57,1396,70.0,140.0,3000.0,Tata,Diesel,Individual,Manual,Second Owner,5,210000
2011,175000,23.03,1396,69.0,140.0,3000.0,Tata,Diesel,Individual,Manual,Second Owner,5,210000
2003,120000,19.3,1248,81.86,153.0,2800.0,Hyundai,Petrol,Individual,Manual,Third Owner,5,70000
2014,110000,23.2,1248,73.94,190.0,2000.0,Maruti,Diesel,Individual,Manual,Third Owner,5,375000
2012,112048,17.5,1298,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,380000
2010,98000,17.0,1497,118.0,146.0,4800.0,Honda,Petrol,Individual,Manual,Third Owner,5,360000
2015,41000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,944999
2016,120000,13.58,2499,72.4,171.0,1800.0,Chevrolet,Diesel,Individual,Manual,First Owner,10,620000
2018,116000,23.59,1364,67.05,170.0,2400.0,Toyota,Diesel,Individual,Manual,First Owner,5,780000
2020,1000,21.21,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,445000
2018,15000,17.36,1197,81.86,113.75,4000.0,Hyundai,Petrol,Individual,Automatic,First Owner,5,575000
2018,5000,25.1,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,975000
2019,3500,23.84,1199,83.83,114.0,3500.0,Tata,Petrol,Individual,Manual,First Owner,5,450000
2009,91000,19.3,1248,81.86,153.0,2800.0,Maruti,Petrol,Individual,Manual,Second Owner,5,198000
2017,56000,25.83,1498,99.0,215.0,3000.0,Ford,Diesel,Individual,Manual,First Owner,5,495000
2013,215000,12.99,2494,100.0,200.0,3400.0,Toyota,Diesel,Individual,Manual,First Owner,7,830000
2012,40000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,800000
2010,70000,19.3,1248,81.86,153.0,2800.0,Maruti,Diesel,Individual,Manual,Third Owner,5,300000
2013,120000,23.2,1248,73.94,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,300000
2017,30400,18.5,1198,86.8,109.0,4500.0,Honda,Petrol,Dealer,Manual,First Owner,5,480000
2017,24000,21.9,1498,98.6,200.0,1750.0,Honda,Diesel,Dealer,Manual,First Owner,7,950000
2017,30646,15.4,1497,117.3,145.0,4600.0,Honda,Petrol,Dealer,Manual,First Owner,7,840000
2017,15000,23.9,1582,126.2,259.9,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,800000
2017,50000,22.27,1498,108.6,250.0,3000.0,Volkswagen,Diesel,Individual,Manual,First Owner,5,750000
2017,34000,21.1,814,55.2,74.5,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,254999
2016,40000,19.7,2143,134.1,300.0,3000.0,Mercedes-Benz,Diesel,Individual,Automatic,Second Owner,5,1859000
2017,50000,22.0,1498,108.495,250.0,3000.0,Volkswagen,Diesel,Individual,Automatic,First Owner,5,655000
2011,84000,20.0,1399,68.0,160.0,2000.0,Ford,Diesel,Individual,Manual,Second Owner,5,210000
2019,25000,20.3,1086,68.0,99.0,4500.0,Hyundai,Petrol,Individual,Automatic,Fourth & Above Owner,5,466000
2018,14681,19.3,1248,81.86,153.0,2800.0,Ford,Diesel,Dealer,Manual,First Owner,5,624000
2015,52000,25.83,1498,99.0,215.0,3000.0,Ford,Diesel,Individual,Manual,First Owner,5,580000
2019,18500,20.3,1086,68.0,99.0,4500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,430000
2012,50000,23.03,1396,69.0,140.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,155000
2017,35000,22.5,999,67.0,91.0,4250.0,Datsun,Petrol,Individual,Manual,First Owner,5,240000
2016,15500,16.78,1496,88.73,132.0,3000.0,Toyota,Petrol,Individual,Manual,First Owner,5,540000
2013,120000,19.09,1396,69.0,135.0,2500.0,Tata,Diesel,Individual,Manual,First Owner,5,250000
2012,60000,25.0,1396,69.0,140.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,260000
2014,43011,18.88,999,123.37,170.0,4500.0,Ford,Petrol,Dealer,Manual,First Owner,5,550000
2017,15000,25.83,1498,99.0,215.0,3000.0,Ford,Diesel,Individual,Manual,First Owner,5,550000
2011,110000,13.6,2523,63.0,180.0,1500.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,370000
2005,70000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Fourth & Above Owner,5,125000
2010,110000,17.0,1405,71.0,135.0,2500.0,Tata,Diesel,Individual,Manual,First Owner,5,200000
2016,80000,21.19,1396,88.73,220.0,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,720000
2018,25000,18.16,1196,86.8,112.0,4000.0,Ford,Petrol,Individual,Manual,First Owner,5,700000
2020,1000,20.3,1086,68.07,99.07,4500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,500000
2007,60000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,Second Owner,4,125000
2015,80000,21.04,1461,83.8,200.0,1900.0,Renault,Diesel,Individual,Manual,First Owner,8,690000
2017,120000,17.1,1956,170.0,350.0,2500.0,Jeep,Diesel,Individual,Manual,First Owner,5,1550000
2013,110000,15.3,1193,65.3,10.2,2600.0,Tata,Petrol,Individual,Manual,Second Owner,5,170000
2010,110000,20.4,1248,91.7,209.0,2000.0,Fiat,Diesel,Individual,Manual,Third Owner,5,275000
2007,200000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Third Owner,8,500000
2013,80000,19.33,1968,138.1,320.0,2500.0,Volkswagen,Diesel,Individual,Manual,Second Owner,5,950000
2019,24000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,802999
2013,150000,23.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,470000
2015,60000,25.17,799,53.3,72.0,4386.0,Renault,Petrol,Individual,Manual,First Owner,5,300000
2014,116000,19.01,1461,108.45,248.0,2250.0,Renault,Diesel,Individual,Manual,First Owner,5,600000
2018,30000,25.32,1198,77.0,190.0,2250.0,Mahindra,Diesel,Individual,Manual,First Owner,6,700000
2014,33000,11.3,2987,254.8,619.0,2400.0,Mercedes-Benz,Diesel,Individual,Automatic,First Owner,7,3250000
2020,25000,21.66,1498,108.62,250.0,3000.0,Volkswagen,Diesel,Individual,Manual,First Owner,5,800000
2014,60000,17.68,1968,174.33,380.0,2500.0,Audi,Diesel,Individual,Automatic,First Owner,5,2200000
2007,121000,18.1,1493,110.0,24.0,1900.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,245000
2010,120000,16.8,1493,110.0,24.0,1900.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,310000
2007,120000,18.1,1493,110.0,24.0,1900.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,245000
2011,110000,16.47,1198,73.9,110.0,3750.0,Volkswagen,Petrol,Individual,Manual,First Owner,5,450000
2013,84000,16.96,1968,138.03,320.0,2500.0,Volkswagen,Diesel,Individual,Automatic,Second Owner,5,850000
2004,120000,10.1,2354,152.0,215.0,3600.0,Honda,Petrol,Individual,Automatic,Third Owner,5,325000
2015,73500,19.67,1582,126.2,259.9,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,1000000
2016,34000,24.4,1120,71.0,180.4,2500.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,590000
2019,23000,20.45,1461,108.5,240.0,1750.0,Nissan,Diesel,Individual,Manual,First Owner,5,1200000
2008,163000,17.8,1399,68.0,16.3,2000.0,Ford,Diesel,Individual,Manual,Third Owner,5,175000
2017,50000,11.36,2755,171.5,360.0,3400.0,Toyota,Diesel,Individual,Automatic,First Owner,7,2175000
2019,10500,25.6,1498,97.9,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,1110000
2000,280000,14.8,1998,68.0,12.5,3000.0,Mitsubishi,Diesel,Individual,Manual,Second Owner,5,150000
2013,155000,20.54,1598,103.6,250.0,2500.0,Volkswagen,Diesel,Individual,Manual,Second Owner,5,325000
2010,163000,17.8,1399,68.0,16.3,2000.0,Ford,Diesel,Individual,Manual,First Owner,5,325000
2008,75000,17.7,1497,78.0,12.7,2700.0,Honda,Petrol,Individual,Manual,First Owner,5,280000
2008,56000,19.3,1248,81.86,153.0,2800.0,Maruti,Petrol,Individual,Manual,Third Owner,5,160000
2014,120000,26.0,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,Second Owner,5,640000
